pokemonNumber,pokemonName,imageUrl,classification,alternateFormName,originalPokemonId,legendaryType,pokemonHeight,pokemonWeight,primaryType,secondaryType,primaryAbility,primaryAbilityDescription,secondaryAbility,secondaryAbilityDescription,hiddenAbility,hiddenAbilityDescription,specialEventAbility,specialEventAbilityDescription,maleRatio,femaleRatio,baseHappiness,gameOfOrigin,regionOfOrigin,healthStat,attackStat,defenseStat,specialAttackStat,specialDefenseStat,speedStat,baseStatTotal,healthEV,attackEV,defenseEV,specialAttackEV,specialDefenseEV,speedEV,evYieldTotal,catchRate,experienceGrowth,experienceGrowthTotal,experienceYield,primaryEggGroup,secondaryEggGroup,eggCycleCount,preEvolutionPokemonId,evolutionDetails
472,Gliscor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/472.png,Fang Scorpion Pokemon,,,,2,42.5,Ground,Flying,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Poison Heal,Restores HP if the Pokémon is poisoned instead of losing HP.,,,50,50,70,Diamond / Pearl,Sinnoh,75,95,125,45,75,95,510,0,0,2,0,0,0,2,30,Medium Slow,1059860,179,Bug,,20,331,Holding Razor Fang At Night
473,Mamoswine,https://assets.pokemon.com/assets/cms2/img/pokedex/full/473.png,Twin Tusk Pokemon,,,,2.5,291,Ice,Ground,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasiveness in a hailstorm.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",,,50,50,70,Diamond / Pearl,Sinnoh,110,130,80,70,60,80,530,0,3,0,0,0,0,3,50,Slow,1250000,239,Field,,20,345,Knowing Ancient Power
474,Porygon-Z,https://assets.pokemon.com/assets/cms2/img/pokedex/full/474.png,Virtual Pokemon,,,,0.9,34,Normal,,Adaptability,Powers up moves of the same type as the Pokémon.,Download,Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,Analytic,Boosts move power when the Pokémon moves last.,,,0,0,70,Diamond / Pearl,Sinnoh,85,80,70,135,75,90,535,0,0,0,3,0,0,3,30,Medium Fast,1000000,241,Mineral,,20,357,Dubious Disc
475,Gallade,https://assets.pokemon.com/assets/cms2/img/pokedex/full/475.png,Blade Pokemon,,,,1.6,52,Psychic,Fighting,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,100,0,35,Diamond / Pearl,Sinnoh,68,125,65,65,115,80,518,0,3,0,0,0,0,3,45,Slow,1250000,233,Human-Like,Amorphous,20,409,Dawn Stone When Male
475,Gallade,https://assets.pokemon.com/assets/cms2/img/pokedex/full/475_f2.png,Blade Pokemon,Mega,720,,1.6,56.4,Psychic,Fighting,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,,,,,100,0,35,Omega Ruby / Alpha Sapphire,Kalos,68,165,95,65,115,110,618,0,3,0,0,0,0,3,45,Slow,1250000,278,Human-Like,Amorphous,20,,
476,Probopass,https://assets.pokemon.com/assets/cms2/img/pokedex/full/476.png,Compass Pokemon,,,,1.4,340,Rock,Steel,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50,50,70,Diamond / Pearl,Sinnoh,60,55,145,75,150,40,525,0,0,1,0,2,0,3,60,Medium Fast,1000000,184,Mineral,,20,427,Near A Special Magnetic Field
477,Dusknoir,https://assets.pokemon.com/assets/cms2/img/pokedex/full/477.png,Gripper Pokemon,,,,2.2,106.6,Ghost,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",,,50,50,35,Diamond / Pearl,Sinnoh,45,100,135,65,135,45,525,0,0,1,0,2,0,3,45,Fast,800000,236,Amorphous,,25,484,Reaper Cloth
478,Froslass,https://assets.pokemon.com/assets/cms2/img/pokedex/full/478.png,Snow Land Pokemon,,,,1.3,26.6,Ice,Ghost,Snow Cloak,Boosts evasiveness in a hailstorm.,,,Cursed Body,May disable a move used on the Pokémon.,,,0,100,70,Diamond / Pearl,Sinnoh,70,80,70,80,70,110,480,0,0,0,0,0,2,2,75,Medium Fast,1000000,168,Fairy,Mineral,20,489,Dawn Stone When Female
479,Rotom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png,Plasma Pokemon,,,,0.3,0.3,Electric,Ghost,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,70,Diamond / Pearl,Sinnoh,50,50,77,95,77,91,440,0,0,0,1,0,1,2,45,Medium Fast,1000000,154,Amorphous,,20,,
479,Rotom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f2.png,Plasma Pokemon,Heat,729,,0.3,0.3,Electric,Fire,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,,20,,
479,Rotom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f3.png,Plasma Pokemon,Wash,729,,0.3,0.3,Electric,Water,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,,20,,
479,Rotom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f3.png,Plasma Pokemon,Frost,729,,0.3,0.3,Electric,Ice,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,,20,,
479,Rotom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f5.png,Plasma Pokemon,Fan,729,,0.3,0.3,Electric,Flying,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,,20,,
479,Rotom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479_f6.png,Plasma Pokemon,Mow,729,,0.3,0.3,Electric,Grass,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,520,0,0,0,1,0,1,2,45,Medium Fast,1000000,182,Amorphous,,20,,
480,Uxie,https://assets.pokemon.com/assets/cms2/img/pokedex/full/480.png,Knowledge Pokemon,,,Legendary,0.3,0.3,Psychic,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,140,Diamond / Pearl,Sinnoh,75,75,130,75,130,95,580,0,0,2,0,1,0,3,3,Slow,1250000,261,Undiscovered,,80,,
481,Mesprit,https://assets.pokemon.com/assets/cms2/img/pokedex/full/481.png,Emotion Pokemon,,,Legendary,0.3,0.3,Psychic,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,140,Diamond / Pearl,Sinnoh,80,105,105,105,105,80,580,0,1,0,1,1,0,3,3,Slow,1250000,261,Undiscovered,,80,,
482,Azelf,https://assets.pokemon.com/assets/cms2/img/pokedex/full/482.png,Willpower Pokemon,,,Legendary,0.3,0.3,Psychic,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,140,Diamond / Pearl,Sinnoh,75,125,70,125,70,115,580,0,2,0,1,0,0,3,3,Slow,1250000,261,Undiscovered,,80,,
483,Dialga,https://assets.pokemon.com/assets/cms2/img/pokedex/full/483.png,Temporal Pokemon,,,Legendary,5.4,683,Steel,Dragon,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Telepathy,Anticipates an ally's attack and dodges it.,,,0,0,0,Diamond / Pearl,Sinnoh,100,120,120,150,100,90,680,0,0,0,3,0,0,3,3,Slow,1250000,306,Undiscovered,,120,,
484,Palkia,https://assets.pokemon.com/assets/cms2/img/pokedex/full/484.png,Spatial Pokemon,,,Legendary,4.2,336,Water,Dragon,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Telepathy,Anticipates an ally's attack and dodges it.,,,0,0,0,Diamond / Pearl,Sinnoh,90,120,100,150,120,100,680,0,0,0,3,0,0,3,3,Slow,1250000,306,Undiscovered,,120,,
485,Heatran,https://assets.pokemon.com/assets/cms2/img/pokedex/full/485.png,Lava Dome Pokemon,,,Legendary,1.7,430,Fire,Steel,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,,,Flame Body,Contact with the Pokémon may burn the attacker.,,,50,50,100,Diamond / Pearl,Sinnoh,91,90,106,130,106,77,600,0,0,0,3,0,0,3,3,Slow,1250000,270,Undiscovered,,10,,
486,Regigigas,https://assets.pokemon.com/assets/cms2/img/pokedex/full/486.png,Colossal Pokemon,,,Legendary,3.7,420,Normal,,Slow Start,"For five turns, the Pokémon's Attack and Speed stats are halved.",,,,,,,0,0,0,Diamond / Pearl,Sinnoh,110,160,110,80,110,100,670,0,3,0,0,0,0,3,3,Slow,1250000,302,Undiscovered,,120,,
487,Giratina,https://assets.pokemon.com/assets/cms2/img/pokedex/full/487.png,Renegade Pokemon,,,Legendary,4.5,750,Ghost,Dragon,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Telepathy,Anticipates an ally's attack and dodges it.,,,0,0,0,Diamond / Pearl,Sinnoh,150,100,120,100,120,90,680,3,0,0,0,0,0,3,3,Slow,1250000,306,Undiscovered,,120,,
487,Giratina,https://assets.pokemon.com/assets/cms2/img/pokedex/full/487_f2.png,Renegade Pokemon,Origin,737,,6.9,650,Ghost,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,0,Platinum,Sinnoh,150,120,100,120,100,90,680,3,0,0,0,0,0,3,3,Slow,1250000,306,Undiscovered,,120,,
488,Cresselia,https://assets.pokemon.com/assets/cms2/img/pokedex/full/488.png,Lunar Pokemon,,,Legendary,1.5,85.6,Psychic,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,100,Diamond / Pearl,Sinnoh,120,70,120,75,130,85,600,0,0,0,0,3,0,3,3,Slow,1250000,270,Undiscovered,,120,,
489,Phione,https://assets.pokemon.com/assets/cms2/img/pokedex/full/489.png,Sea Drifter Pokemon,,,Mythical,0.4,3.1,Water,,Hydration,Heals status conditions if it's raining.,,,,,,,0,0,70,Diamond / Pearl,Sinnoh,80,80,80,80,80,80,480,1,0,0,0,0,0,1,30,Slow,1250000,216,Water 1,Fairy,40,,
490,Manaphy,https://assets.pokemon.com/assets/cms2/img/pokedex/full/490.png,Seafaring Pokemon,,,Mythical,0.3,1.4,Water,,Hydration,Heals status conditions if it's raining.,,,,,,,0,0,70,Diamond / Pearl,Sinnoh,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,Slow,1250000,270,Water 1,Fairy,10,,
491,Darkrai,https://assets.pokemon.com/assets/cms2/img/pokedex/full/491.png,Pitch-Black Pokemon,,,Mythical,1.5,50.5,Dark,,Bad Dreams,Reduces the HP of sleeping opposing Pokémon.,,,,,,,0,0,0,Diamond / Pearl,Sinnoh,70,90,90,135,90,125,600,0,0,0,2,0,1,3,3,Slow,1250000,270,Undiscovered,,120,,
492,Shaymin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/492.png,Gratitude Pokemon,,,Mythical,0.2,2.1,Grass,,Natural Cure,All status conditions heal when the Pokémon switches out.,,,,,,,0,0,100,Diamond / Pearl,Sinnoh,100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,Medium Slow,1059860,270,Undiscovered,,120,,
492,Shaymin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/492_f2.png,Gratitude Pokemon,Sky,740,,0.4,5.2,Grass,Flying,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,,,,,,,0,0,100,Platinum,Sinnoh,100,103,75,120,75,127,600,0,0,0,0,0,3,3,45,Medium Slow,1059860,270,Undiscovered,,120,,
493,Arceus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/493.png,Alpha Pokemon,,,Mythical,3.2,320,Normal,,Multitype,Changes the Pokémon's type to match the Plate or Z-Crystal it holds.,,,,,,,0,0,0,Diamond / Pearl,Sinnoh,120,120,120,120,120,120,720,3,0,0,0,0,0,3,3,Slow,1250000,324,Undiscovered,,120,,
494,Victini,https://assets.pokemon.com/assets/cms2/img/pokedex/full/494.png,Victory Pokemon,,,Mythical,0.4,4,Psychic,Fire,Victory Star,Boosts the accuracy of its allies and itself.,,,,,,,0,0,100,Black / White,Unova,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,Slow,1250000,270,Undiscovered,,120,,
495,Snivy,https://assets.pokemon.com/assets/cms2/img/pokedex/full/495.png,Grass Snake Pokemon,,,,0.6,8.1,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Contrary,Makes stat changes have an opposite effect.,,,87.5,12.5,70,Black / White,Unova,45,45,55,45,55,63,308,0,0,0,0,0,1,1,45,Medium Slow,1059860,62,Field,Grass,20,,
496,Servine,https://assets.pokemon.com/assets/cms2/img/pokedex/full/496.png,Grass Snake Pokemon,,,,0.8,16,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Contrary,Makes stat changes have an opposite effect.,,,87.5,12.5,70,Black / White,Unova,60,60,75,60,75,83,413,0,0,0,0,0,2,2,45,Medium Slow,1059860,145,Field,Grass,20,829,Level 17
497,Serperior,https://assets.pokemon.com/assets/cms2/img/pokedex/full/497.png,Regal Pokemon,,,,3.3,63,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Contrary,Makes stat changes have an opposite effect.,,,87.5,12.5,70,Black / White,Unova,75,75,95,75,95,113,528,0,0,0,0,0,3,3,45,Medium Slow,1059860,238,Field,Grass,20,830,Level 36
498,Tepig,https://assets.pokemon.com/assets/cms2/img/pokedex/full/498.png,Fire Pig Pokemon,,,,0.5,9.9,Fire,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",,,87.5,12.5,70,Black / White,Unova,65,63,45,45,45,45,308,1,0,0,0,0,0,1,45,Medium Slow,1059860,62,Field,,20,,
499,Pignite,https://assets.pokemon.com/assets/cms2/img/pokedex/full/499.png,Fire Pig Pokemon,,,,1,55.5,Fire,Fighting,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",,,87.5,12.5,70,Black / White,Unova,90,93,55,70,55,55,418,0,2,0,0,0,0,2,45,Medium Slow,1059860,146,Field,,20,832,Level 17
500,Emboar,https://assets.pokemon.com/assets/cms2/img/pokedex/full/500.png,Mega Fire Pig Pokemon,,,,1.6,150,Fire,Fighting,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Reckless,Powers up moves that have recoil damage.,,,87.5,12.5,70,Black / White,Unova,110,123,65,100,65,65,528,0,3,0,0,0,0,3,45,Medium Slow,1059860,238,Field,,20,833,Level 36
501,Oshawott,https://assets.pokemon.com/assets/cms2/img/pokedex/full/501.png,Sea Otter Pokemon,,,,0.5,5.9,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Shell Armor,A hard shell protects the Pokémon from critical hits.,,,87.5,12.5,70,Black / White,Unova,55,55,45,63,45,45,308,0,0,0,1,0,0,1,45,Medium Slow,1059860,62,Field,,20,,
502,Dewott,https://assets.pokemon.com/assets/cms2/img/pokedex/full/502.png,Discipline Pokemon,,,,0.8,24.5,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Shell Armor,A hard shell protects the Pokémon from critical hits.,,,87.5,12.5,70,Black / White,Unova,75,75,60,83,60,60,413,0,0,0,2,0,0,2,45,Medium Slow,1059860,145,Field,,20,835,Level 17
503,Samurott,https://assets.pokemon.com/assets/cms2/img/pokedex/full/503.png,Formidable Pokemon,,,,1.5,94.6,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Shell Armor,A hard shell protects the Pokémon from critical hits.,,,87.5,12.5,70,Black / White,Unova,95,100,85,108,70,70,528,0,0,0,3,0,0,3,45,Medium Slow,1059860,238,Field,,20,836,Level 36
504,Patrat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/504.png,Scout Pokemon,,,,0.5,11.6,Normal,,Run Away,Enables a sure getaway from wild Pokémon.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Analytic,Boosts move power when the Pokémon moves last.,,,50,50,70,Black / White,Unova,45,55,39,35,39,42,255,0,1,0,0,0,0,1,255,Medium Fast,1000000,51,Field,,15,,
505,Watchog,https://assets.pokemon.com/assets/cms2/img/pokedex/full/505.png,Lookout Pokemon,,,,1.1,27,Normal,,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Analytic,Boosts move power when the Pokémon moves last.,,,50,50,70,Black / White,Unova,60,85,69,60,69,77,420,0,2,0,0,0,0,2,255,Medium Fast,1000000,147,Field,,20,838,Level 20
506,Lillipup,https://assets.pokemon.com/assets/cms2/img/pokedex/full/506.png,Puppy Pokemon,,,,0.4,4.1,Normal,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Run Away,Enables a sure getaway from wild Pokémon.,,,50,50,70,Black / White,Unova,45,60,45,25,45,55,275,0,1,0,0,0,0,1,255,Medium Slow,1059860,55,Field,,15,,
507,Herdier,https://assets.pokemon.com/assets/cms2/img/pokedex/full/507.png,Loyal Dog Pokemon,,,,0.9,14.7,Normal,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,,,50,50,70,Black / White,Unova,65,80,65,35,65,60,370,0,2,0,0,0,0,2,120,Medium Slow,1059860,130,Field,,15,840,Level 16
508,Stoutland,https://assets.pokemon.com/assets/cms2/img/pokedex/full/508.png,Big-Hearted Pokemon,,,,1.2,61,Normal,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,,,50,50,70,Black / White,Unova,85,110,90,45,90,80,500,0,3,0,0,0,0,3,45,Medium Slow,1059860,225,Field,,15,841,Level 32
509,Purrloin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/509.png,Devious Pokemon,,,,0.4,10.1,Dark,,Limber,Its limber body protects the Pokémon from paralysis.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Prankster,Gives priority to a status move.,,,50,50,70,Black / White,Unova,41,50,37,50,37,66,281,0,0,0,0,0,1,1,255,Medium Fast,1000000,56,Field,,20,,
510,Liepard,https://assets.pokemon.com/assets/cms2/img/pokedex/full/510.png,Cruel Pokemon,,,,1.1,37.5,Dark,,Limber,Its limber body protects the Pokémon from paralysis.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Prankster,Gives priority to a status move.,,,50,50,70,Black / White,Unova,64,88,50,88,50,106,446,0,0,0,0,0,2,2,90,Medium Fast,1000000,156,Field,,20,843,Level 20
511,Pansage,https://assets.pokemon.com/assets/cms2/img/pokedex/full/511.png,Grass Monkey Pokemon,,,,0.6,10.5,Grass,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,87.5,12.5,70,Black / White,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,,20,,
512,Simisage,https://assets.pokemon.com/assets/cms2/img/pokedex/full/512.png,Thorn Monkey Pokemon,,,,1.1,30.5,Grass,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,87.5,12.5,70,Black / White,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,,20,845,Leaf Stone
513,Pansear,https://assets.pokemon.com/assets/cms2/img/pokedex/full/513.png,High Temp Pokemon,,,,0.6,11,Fire,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,87.5,12.5,70,Black / White,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,,20,,
514,Simisear,https://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png,Ember Pokemon,,,,1,28,Fire,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,87.5,12.5,70,Black / White,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,,20,847,Fire Stone
515,Panpour,https://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png,Spray Pokemon,,,,0.6,13.5,Water,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,87.5,12.5,70,Black / White,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,,20,,
516,Simipour,https://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png,Geyser Pokemon,,,,1,29,Water,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,87.5,12.5,70,Black / White,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,,20,849,Water Stone
